ID;Ubicacion;Localidad;Interes Turistico;Superficie (m²);Precio (€);Acceso a Transporte Publico;Proximidad a Servicios (km);Zona Residencial;Zona Comercial;Indice de Criminalidad;Restricciones de Construccion;Comprar
2725;Lat, Long;Lugo;0;954;291570;1;0.5545646502092824;1;1;25;15.0;False
2726;Lat, Long;Zamora;25;667;324505;1;0.5878853225837114;0;1;25;15.0;False
2727;Lat, Long;La Rioja;25;597;339311;1;0.48943343761189273;0;0;75;inf;False
2728;Lat, Long;Tarragona;50;740;204034;1;0.5034403909186407;0;0;100;inf;True
2729;Lat, Long;Murcia;25;608;205209;1;0.3106600502884401;1;1;25;inf;False
2730;Lat, Long;Girona;100;917;246042;0;0.672611769275479;0;0;25;15.0;True
2731;Lat, Long;Valladolid;100;990;217943;1;0.4790580269745127;0;0;0;15.0;True
2732;Lat, Long;Teruel;100;899;234991;0;0.43521442021416856;1;0;50;20.0;True
2733;Lat, Long;Palencia;0;622;312288;0;0.9054516794550347;1;1;50;15.0;False
2734;Lat, Long;Burgos;0;598;385034;0;0.848701336031029;1;0;50;15.0;False
2735;Lat, Long;Huelva;100;862;231073;1;0.37145564649552487;1;0;0;20.0;True
2736;Lat, Long;Sevilla;100;824;377554;1;0.8777314542735837;1;1;25;20.0;False
2737;Lat, Long;La Rioja;75;831;231525;0;0.8675998125106154;0;0;0;20.0;True
2738;Lat, Long;Castellón;50;812;220230;0;0.20989292473431323;0;1;75;inf;True
2739;Lat, Long;Córdoba;100;895;323094;0;0.16606962471197384;0;1;100;15.0;False
2740;Lat, Long;Sevilla;75;888;301320;1;0.46142759570326075;1;1;100;15.0;False
2741;Lat, Long;Murcia;50;959;323993;0;0.5245534196764814;0;1;25;20.0;False
2742;Lat, Long;Álava;25;642;325924;1;0.4151517999965235;1;1;75;15.0;False
2743;Lat, Long;Biscay;100;716;318269;1;0.3496186259677736;1;1;0;15.0;False
2744;Lat, Long;Cuenca;0;507;351211;1;0.5949523361736675;0;0;50;15.0;False
2745;Lat, Long;Teruel;25;518;396910;0;0.9882222229518376;1;0;75;20.0;False
2746;Lat, Long;Madrid;50;771;371321;1;0.14247457836949917;1;0;25;15.0;False
2747;Lat, Long;La Coruña;0;666;297792;1;0.6591463381869245;0;1;0;15.0;False
2748;Lat, Long;Ciudad Real;100;563;342813;1;0.9129851752642535;0;1;75;inf;False
2749;Lat, Long;La Coruña;100;878;271727;0;0.9843512781484101;1;1;50;20.0;False
2750;Lat, Long;Granada;75;747;331507;0;0.6041425022108974;0;0;100;15.0;False
2751;Lat, Long;Huelva;0;592;337967;0;0.26515818013840675;1;0;75;15.0;False
2752;Lat, Long;Sevilla;25;911;391655;0;0.685442035100232;1;1;25;inf;False
2753;Lat, Long;Cantabria;0;707;355839;0;0.2717813995351285;0;0;50;inf;False
2754;Lat, Long;Lleida;25;932;211667;0;0.6433650510094446;1;0;100;20.0;False
2755;Lat, Long;Lleida;75;678;342281;0;0.16259913035746687;0;1;25;15.0;False
2756;Lat, Long;Almería;25;947;268120;0;0.380046629183327;0;1;25;15.0;False
2757;Lat, Long;Granada;25;644;386153;1;0.41902581602440647;1;0;25;20.0;False
2758;Lat, Long;Huesca;50;832;323196;1;0.2414225427820949;0;0;75;20.0;False
2759;Lat, Long;Murcia;25;915;300016;0;0.4336066087863186;1;1;0;inf;False
2760;Lat, Long;Madrid;0;744;281816;1;0.21768756746218346;1;1;50;inf;False
2761;Lat, Long;Lugo;75;727;205639;1;0.7467897240120448;1;1;0;20.0;True
2762;Lat, Long;La Coruña;50;795;284765;0;0.25287713433160947;0;1;75;15.0;True
2763;Lat, Long;Burgos;100;568;307733;0;0.8678522828828267;0;0;50;inf;False
2764;Lat, Long;Ciudad Real;75;629;303778;0;0.8562871537139223;1;0;75;15.0;False
2765;Lat, Long;León;50;903;215657;0;0.7949544578348096;0;1;100;20.0;True
2766;Lat, Long;Cádiz;75;565;255396;0;0.7821704244628781;0;1;100;20.0;True
2767;Lat, Long;Badajoz;0;564;331882;0;0.9658298181161882;0;0;0;20.0;False
2768;Lat, Long;Lugo;0;604;295075;0;0.5103482585030451;1;0;75;15.0;False
2769;Lat, Long;Burgos;75;722;266819;0;0.5218851557759189;0;0;0;15.0;True
2770;Lat, Long;Biscay;50;910;379096;0;0.4986504916786624;1;0;50;inf;False
2771;Lat, Long;Alicante;25;577;357730;1;0.3873196761570964;1;0;75;20.0;False
2772;Lat, Long;Badajoz;25;941;385992;1;0.5980978196694825;0;1;50;15.0;False
2773;Lat, Long;Valencia;50;951;380183;1;0.5820072733546483;1;1;0;20.0;False
2774;Lat, Long;Madrid;25;835;315259;0;0.11126124233898832;1;0;75;15.0;False
2775;Lat, Long;La Rioja;50;768;245564;0;0.4729328904322695;0;1;50;15.0;True
2776;Lat, Long;Salamanca;25;565;360656;1;0.8042835481233405;0;0;100;20.0;False
2777;Lat, Long;Huelva;25;719;268150;0;0.6067480716556269;1;0;0;15.0;False
2778;Lat, Long;Girona;50;773;314702;0;0.4393194402405174;1;0;50;inf;False
2779;Lat, Long;Valladolid;25;882;314346;1;0.6044968576432144;0;0;0;15.0;False
2780;Lat, Long;Córdoba;75;882;367180;0;0.6688092900892523;1;0;75;20.0;False
2781;Lat, Long;Jaén;25;856;233015;0;0.8665870658217769;1;0;100;15.0;False
2782;Lat, Long;La Coruña;0;611;213228;1;0.49470339010563813;0;1;25;20.0;False
2783;Lat, Long;Valladolid;100;895;279799;0;0.71504748191997;1;0;0;20.0;True
2784;Lat, Long;Asturias;50;514;361684;0;0.9945890037566204;1;1;100;inf;False
2785;Lat, Long;Valladolid;75;784;328908;0;0.4560652735460834;0;0;75;inf;False
2786;Lat, Long;Alicante;100;520;222796;1;0.8348994566726713;0;0;0;20.0;True
2787;Lat, Long;Ciudad Real;100;643;211997;1;0.4098879047312862;1;0;0;20.0;True
2788;Lat, Long;Guipúzcoa;75;812;297433;1;0.9939513123735657;1;0;25;20.0;False
2789;Lat, Long;Huesca;25;991;340113;1;0.9408485383026142;1;1;75;20.0;False
2790;Lat, Long;Baleares;100;867;262086;1;0.7202693036124604;0;0;75;inf;True
2791;Lat, Long;Girona;75;946;226634;1;0.7768254484803058;0;1;25;20.0;True
2792;Lat, Long;Córdoba;25;590;348857;0;0.19269541921237807;0;1;75;20.0;False
2793;Lat, Long;Málaga;75;997;259623;1;0.8066766103941655;1;1;100;inf;True
2794;Lat, Long;Murcia;50;718;277662;0;0.599746123803411;1;1;75;inf;True
2795;Lat, Long;Valencia;75;592;297996;1;0.18921161599466607;1;0;75;inf;True
2796;Lat, Long;Cantabria;0;814;290634;1;0.1324712825412426;0;0;50;15.0;False
2797;Lat, Long;Castellón;25;666;335966;0;0.11499794240375547;1;0;100;15.0;False
2798;Lat, Long;Barcelona;0;565;362740;0;0.268549379514245;1;0;50;15.0;False
2799;Lat, Long;Toledo;100;528;394646;0;0.894770818931767;0;0;25;15.0;False
2800;Lat, Long;Albacete;75;581;304400;0;0.6948115462410288;1;0;100;15.0;False
2801;Lat, Long;Álava;50;961;238244;0;0.13258571961399174;0;1;50;inf;True
2802;Lat, Long;Tarragona;25;910;342027;1;0.8359666876988876;1;1;25;15.0;False
2803;Lat, Long;Baleares;25;945;356885;1;0.9484991162703825;1;1;0;inf;False
2804;Lat, Long;Lleida;50;598;213905;0;0.7024187737104974;0;0;50;15.0;True
2805;Lat, Long;Valladolid;100;834;263032;0;0.9320924145060951;1;1;25;15.0;False
2806;Lat, Long;Navarra;50;951;287821;0;0.18380223094972697;0;0;0;15.0;True
2807;Lat, Long;Jaén;0;751;283802;1;0.6012721634513765;0;0;25;20.0;False
2808;Lat, Long;Almería;50;626;371820;0;0.8803506703206819;0;0;50;inf;False
2809;Lat, Long;Murcia;50;509;369361;0;0.20203339034618684;0;0;75;20.0;False
2810;Lat, Long;Navarra;100;882;316111;0;0.30829074221424013;1;0;50;15.0;False
2811;Lat, Long;Girona;25;756;395278;1;0.5959803147154534;1;0;100;inf;False
2812;Lat, Long;Santa Cruz de Tenerife;75;690;217230;1;0.806519070914838;1;0;25;20.0;True
2813;Lat, Long;Castellón;50;503;271346;0;0.1750850648770476;1;1;75;inf;True
2814;Lat, Long;Soria;50;881;298590;1;0.654547576433913;0;0;0;20.0;True
2815;Lat, Long;Baleares;0;730;221796;0;0.4320997123720012;1;1;75;20.0;False
2816;Lat, Long;Badajoz;50;711;288225;1;0.1868676725421598;1;0;25;15.0;True
2817;Lat, Long;Palencia;0;684;375473;1;0.10818169146823131;1;1;75;inf;False
2818;Lat, Long;Asturias;25;623;242256;0;0.7360853705411929;1;1;25;inf;False
2819;Lat, Long;Valladolid;25;673;245507;0;0.8362616901040832;1;0;100;15.0;False
2820;Lat, Long;Cantabria;75;952;212694;1;0.23226657426989306;0;0;0;20.0;True
2821;Lat, Long;Asturias;0;587;242809;1;0.6084173854624398;1;1;100;inf;False
2822;Lat, Long;Almería;100;960;289923;1;0.7583859900089225;1;1;100;20.0;True
2823;Lat, Long;Valladolid;0;987;372605;0;0.8629024088110541;0;1;0;20.0;False
2824;Lat, Long;Guipúzcoa;0;809;321764;1;0.9516331129049129;1;0;50;15.0;False
2825;Lat, Long;Toledo;75;947;237358;1;0.814049882679956;0;1;0;20.0;True
2826;Lat, Long;Castellón;75;858;322281;1;0.6801007199270258;1;1;100;20.0;False
2827;Lat, Long;Murcia;50;776;256851;1;0.18436263563811328;0;1;50;20.0;True
2828;Lat, Long;Baleares;50;595;276876;1;0.8526397500406334;0;0;25;15.0;True
2829;Lat, Long;Huesca;100;907;280871;0;0.8041158926713866;1;1;0;15.0;True
2830;Lat, Long;Valladolid;100;870;217545;1;0.6533794240602;0;1;75;15.0;True
2831;Lat, Long;Lugo;75;543;244490;1;0.8658510054490807;1;0;0;15.0;True
2832;Lat, Long;La Rioja;75;832;227122;0;0.6326081890880006;1;0;25;inf;True
2833;Lat, Long;Girona;100;520;228766;0;0.8179799440835376;0;1;50;20.0;True
2834;Lat, Long;Granada;0;773;375377;0;0.6125595025522319;1;1;75;15.0;False
2835;Lat, Long;Navarra;0;837;319752;0;0.49301573447263625;0;1;75;20.0;False
2836;Lat, Long;Segovia;25;925;377843;0;0.39774581120745645;0;0;25;15.0;False
2837;Lat, Long;Huelva;100;607;350108;1;0.9273615415930472;0;1;50;15.0;False
2838;Lat, Long;Guadalajara;75;821;237763;1;0.6478723430111715;1;1;0;inf;True
2839;Lat, Long;Ourense;50;643;315280;0;0.27613408855935667;1;0;100;20.0;False
2840;Lat, Long;Valladolid;0;873;347467;1;0.19475149231392025;1;0;50;15.0;False
2841;Lat, Long;Albacete;0;795;252751;1;0.4146076791378145;1;0;0;15.0;False
2842;Lat, Long;La Coruña;100;656;352427;1;0.14265808966171165;0;0;50;15.0;False
2843;Lat, Long;Badajoz;50;984;340500;0;0.6790170753398559;1;0;75;15.0;False
2844;Lat, Long;Salamanca;75;639;253630;0;0.6376618377091399;0;0;100;inf;True
2845;Lat, Long;Guipúzcoa;75;700;205255;0;0.422977872855951;0;1;50;inf;True
2846;Lat, Long;Cantabria;75;872;365495;1;0.9535325892766638;1;0;75;20.0;False
2847;Lat, Long;Toledo;100;872;214585;1;0.855119758032511;1;0;0;inf;True
2848;Lat, Long;La Coruña;0;962;300044;0;0.7959859064195371;0;1;100;20.0;False
2849;Lat, Long;Huesca;75;700;385457;1;0.679980520362826;1;1;75;20.0;False
2850;Lat, Long;Cuenca;25;977;205242;0;0.40046229213925244;0;1;0;15.0;False
2851;Lat, Long;Burgos;75;817;316875;1;0.8222930211585536;1;0;100;20.0;False
2852;Lat, Long;Salamanca;75;922;293195;0;0.5077312146150023;1;0;50;15.0;True
2853;Lat, Long;Ávila;0;822;285060;0;0.5857181199853312;0;1;0;inf;False
2854;Lat, Long;Valladolid;75;654;226933;0;0.7186129462404925;1;1;100;20.0;True
2855;Lat, Long;Castellón;0;821;392825;0;0.5789189101551597;1;1;50;20.0;False
2856;Lat, Long;Teruel;100;788;245165;1;0.9385833328161091;1;0;75;20.0;False
2857;Lat, Long;Asturias;0;661;272980;0;0.5077921585680443;1;0;50;inf;False
2858;Lat, Long;Jaén;100;789;247567;1;0.8475116601462673;1;1;0;15.0;True
2859;Lat, Long;Segovia;0;659;330398;1;0.5911356895971618;0;1;75;20.0;False
2860;Lat, Long;Murcia;50;500;384002;1;0.44831317475403343;0;1;100;inf;False
2861;Lat, Long;Valladolid;100;757;337108;0;0.3446554576577239;1;0;100;inf;False
2862;Lat, Long;Huesca;100;844;387022;1;0.13528975399259754;1;1;100;inf;False
2863;Lat, Long;La Coruña;0;977;267545;0;0.6111053549885752;0;1;100;20.0;False
2864;Lat, Long;Málaga;0;568;396955;1;0.46715087341492056;1;0;0;15.0;False
2865;Lat, Long;Guipúzcoa;100;771;213927;0;0.7878427609251508;0;0;75;15.0;True
2866;Lat, Long;Alicante;75;767;282224;0;0.6380700906848804;1;1;50;inf;True
2867;Lat, Long;Zamora;50;538;268242;0;0.3179380266972576;0;0;100;inf;True
2868;Lat, Long;Barcelona;75;520;231798;1;0.634098482753144;1;0;0;15.0;True
2869;Lat, Long;Girona;0;932;267300;1;0.2631163371770848;1;1;100;15.0;False
2870;Lat, Long;Barcelona;100;978;269843;0;0.7774888641235115;1;1;100;15.0;True
2871;Lat, Long;La Rioja;25;689;245448;0;0.35887622214593473;1;0;75;20.0;False
2872;Lat, Long;Cádiz;25;795;346764;0;0.963087840733375;1;0;0;20.0;False
2873;Lat, Long;Barcelona;0;888;381800;1;0.4974022513201868;0;0;25;inf;False
2874;Lat, Long;Zaragoza;100;734;320949;0;0.9922322569743198;0;1;50;15.0;False
2875;Lat, Long;Sevilla;100;929;266232;0;0.7534076670843922;1;0;75;15.0;True
2876;Lat, Long;Segovia;100;760;338168;0;0.5003934861783617;0;0;0;20.0;False
2877;Lat, Long;Teruel;75;796;261439;0;0.6700969146788041;1;1;75;inf;True
2878;Lat, Long;Ciudad Real;75;505;339774;1;0.15074154288084676;1;0;50;inf;False
2879;Lat, Long;Murcia;100;710;286365;1;0.10572423422405498;1;1;0;20.0;True
2880;Lat, Long;Zaragoza;0;882;372617;1;0.35962794129023745;0;1;100;15.0;False
2881;Lat, Long;Huesca;100;603;379802;1;0.7030006523833883;1;0;75;15.0;False
2882;Lat, Long;La Coruña;0;507;200134;0;0.26063497240956707;1;0;100;20.0;False
2883;Lat, Long;Biscay;25;876;201993;0;0.9601257871559703;1;1;50;20.0;False
2884;Lat, Long;Badajoz;0;572;306430;0;0.9366944450287051;0;0;50;15.0;False
2885;Lat, Long;Segovia;25;845;246331;0;0.5336778354586428;1;0;0;inf;False
2886;Lat, Long;Asturias;75;598;348511;0;0.5908952123862222;1;1;50;inf;False
2887;Lat, Long;Salamanca;100;902;311494;0;0.7734830804110528;1;1;100;15.0;False
2888;Lat, Long;Valencia;50;516;347760;0;0.6416193116632799;0;1;100;20.0;False
2889;Lat, Long;Santa Cruz de Tenerife;100;803;377280;0;0.19694080376303963;0;1;50;20.0;False
2890;Lat, Long;Ávila;75;788;315136;1;0.48227198269874916;0;1;100;15.0;False
2891;Lat, Long;Cádiz;100;631;377417;0;0.4877171552107702;0;0;0;15.0;False
2892;Lat, Long;Ávila;50;599;288810;0;0.3567078849334331;1;0;100;20.0;True
2893;Lat, Long;Zamora;50;792;243103;0;0.43859517769052014;0;0;25;inf;True
2894;Lat, Long;León;50;850;386554;0;0.7898168599108939;0;0;50;15.0;False
2895;Lat, Long;Cáceres;0;750;378807;0;0.7963970360388231;1;1;50;15.0;False
2896;Lat, Long;Ourense;0;649;306366;1;0.22279767820689905;0;1;100;15.0;False
2897;Lat, Long;Albacete;0;527;366335;0;0.4005660379365037;0;1;75;20.0;False
2898;Lat, Long;Jaén;75;838;319630;1;0.9064184879152285;0;0;75;inf;False
2899;Lat, Long;Madrid;100;553;286610;0;0.8274029255507696;0;0;25;15.0;True
2900;Lat, Long;Ávila;25;501;295600;0;0.2776513689983964;1;0;0;inf;False
2901;Lat, Long;Valladolid;0;553;390497;0;0.6066464119206083;0;1;50;20.0;False
2902;Lat, Long;Córdoba;75;642;254846;0;0.9965957369345894;0;1;75;15.0;False
2903;Lat, Long;La Coruña;75;549;259565;0;0.47055458350347434;1;0;25;inf;True
2904;Lat, Long;Asturias;25;888;360836;1;0.7212179011967365;0;0;75;20.0;False
2905;Lat, Long;Málaga;0;831;307927;0;0.9462983453432124;1;0;25;15.0;False
2906;Lat, Long;Guadalajara;100;982;326353;0;0.8251156160915865;0;1;25;15.0;False
2907;Lat, Long;Cuenca;50;622;231912;1;0.9230226729441453;1;0;75;20.0;False
2908;Lat, Long;Cádiz;75;914;234326;1;0.19621765597350116;0;1;75;inf;True
2909;Lat, Long;Toledo;25;557;381423;1;0.3097765534403838;0;1;50;20.0;False
2910;Lat, Long;Huelva;25;864;213550;1;0.4179314510425455;0;0;100;inf;False
2911;Lat, Long;Cantabria;75;695;285644;1;0.7134333468218544;1;1;0;15.0;True
2912;Lat, Long;Zamora;0;741;256984;1;0.2618282680612993;0;1;75;20.0;False
2913;Lat, Long;Huelva;100;918;378538;1;0.9751056422657983;1;0;100;20.0;False
2914;Lat, Long;Biscay;75;802;343434;1;0.3476352678146445;1;0;0;inf;False
2915;Lat, Long;Albacete;100;729;245848;1;0.7649944670941059;1;1;0;15.0;True
2916;Lat, Long;Teruel;25;507;326370;0;0.31883989272423974;1;1;25;20.0;False
2917;Lat, Long;Ciudad Real;100;719;291973;1;0.3349699174173895;1;1;100;20.0;True
2918;Lat, Long;Biscay;25;974;347194;1;0.8106139847890321;0;1;25;15.0;False
2919;Lat, Long;Albacete;0;522;356233;0;0.7591868340506766;0;1;25;20.0;False
2920;Lat, Long;Sevilla;50;739;214970;1;0.3179639520318459;0;0;0;20.0;True
2921;Lat, Long;Valladolid;75;555;284714;0;0.6525238503210327;0;1;50;15.0;True
2922;Lat, Long;Burgos;75;862;394172;1;0.1466123682694042;0;1;25;20.0;False
2923;Lat, Long;Málaga;0;825;320630;0;0.7134637562392179;1;1;0;20.0;False
2924;Lat, Long;Jaén;25;654;375013;1;0.436469048122349;1;1;25;20.0;False
2925;Lat, Long;Las Palmas;75;982;252328;1;0.8538691586288341;1;0;25;20.0;True
2926;Lat, Long;Navarra;25;558;326006;1;0.7243834591840271;1;0;75;15.0;False
2927;Lat, Long;Alicante;25;792;287005;0;0.3584186684418551;0;0;75;15.0;False
2928;Lat, Long;Huesca;25;788;376591;0;0.6909697355562564;1;0;50;15.0;False
2929;Lat, Long;Lugo;0;782;211378;1;0.9964292381219608;1;1;25;inf;False
2930;Lat, Long;Teruel;100;551;321611;0;0.8201600297077952;1;0;50;15.0;False
2931;Lat, Long;Lleida;25;959;323546;0;0.1766014339942213;1;0;75;15.0;False
2932;Lat, Long;Valencia;75;649;386528;0;0.10051049253329469;1;1;75;inf;False
2933;Lat, Long;Segovia;75;753;236258;0;0.6150800849875759;0;0;50;inf;True
2934;Lat, Long;Navarra;50;896;348650;0;0.15523845009312714;0;1;0;20.0;False
2935;Lat, Long;Pontevedra;25;568;257400;0;0.779622710479524;1;1;100;15.0;False
2936;Lat, Long;Almería;75;615;334954;1;0.776009660232946;1;0;100;15.0;False
2937;Lat, Long;Córdoba;75;761;351960;0;0.512545309935581;0;0;100;20.0;False
2938;Lat, Long;Cantabria;50;995;395684;1;0.3004892601900794;0;1;75;inf;False
2939;Lat, Long;Barcelona;75;887;243519;0;0.19181211576035168;0;0;75;20.0;True
2940;Lat, Long;Girona;50;606;278544;0;0.7574926926887484;0;1;25;20.0;True
2941;Lat, Long;Alicante;0;693;300079;1;0.943900399427009;0;0;75;20.0;False
2942;Lat, Long;Madrid;100;795;330761;1;0.6363602917291691;0;0;0;20.0;False
2943;Lat, Long;Córdoba;75;598;235457;1;0.471437091728635;1;1;50;15.0;True
2944;Lat, Long;Zaragoza;100;861;387711;1;0.22049735119546954;1;0;50;15.0;False
2945;Lat, Long;Girona;0;634;300197;1;0.21880413379956848;1;1;25;15.0;False
2946;Lat, Long;Lleida;100;630;361657;0;0.7914582307436236;1;0;75;inf;False
2947;Lat, Long;Lleida;0;678;280794;0;0.4881387024653874;0;1;0;20.0;False
2948;Lat, Long;Cáceres;25;601;307211;0;0.2714599512318924;1;1;25;inf;False
2949;Lat, Long;Valencia;25;778;266101;1;0.9494813193225056;0;1;0;15.0;False
2950;Lat, Long;Granada;75;630;357769;0;0.7418431778461163;0;0;75;15.0;False
2951;Lat, Long;Cádiz;100;877;284306;0;0.4755266555353769;0;1;25;inf;True
2952;Lat, Long;Castellón;0;722;220613;1;0.15355837689914936;0;1;100;inf;False
2953;Lat, Long;Alicante;0;936;200134;1;0.9815718037616317;0;0;100;20.0;False
2954;Lat, Long;Las Palmas;100;903;358112;0;0.38996963560841136;1;1;100;20.0;False
2955;Lat, Long;Teruel;75;990;396093;1;0.8183985767679273;0;1;50;20.0;False
2956;Lat, Long;Huelva;25;759;261022;1;0.5608942909410035;0;1;100;inf;False
2957;Lat, Long;Barcelona;25;708;394295;0;0.9681460368401295;0;0;50;20.0;False
2958;Lat, Long;Almería;75;584;396984;1;0.9719770389388019;0;0;25;15.0;False
2959;Lat, Long;Biscay;75;583;344979;0;0.7175668760705164;0;0;25;20.0;False
2960;Lat, Long;Jaén;75;596;227772;0;0.6951972382147608;0;0;0;inf;True
2961;Lat, Long;Toledo;50;813;219098;0;0.75237604772921;0;1;50;20.0;True
2962;Lat, Long;Barcelona;100;972;309635;0;0.6511249546548931;0;1;100;15.0;False
2963;Lat, Long;Murcia;75;895;395102;1;0.8955797261439781;0;1;50;20.0;False
2964;Lat, Long;Cáceres;50;935;240670;0;0.49568198779626804;0;0;0;20.0;True
2965;Lat, Long;Lugo;50;927;297788;0;0.9381716401665406;1;0;100;20.0;False
2966;Lat, Long;Sevilla;0;545;305004;0;0.22241362807431764;0;1;25;20.0;False
2967;Lat, Long;Valencia;50;622;225081;0;0.5565861467877607;1;1;75;20.0;True
2968;Lat, Long;Cantabria;100;523;205503;1;0.24540781065595402;1;0;0;20.0;True
2969;Lat, Long;Badajoz;75;962;337070;0;0.1914487851924095;0;1;100;15.0;False
2970;Lat, Long;Córdoba;0;691;370388;1;0.10703393512061726;1;0;100;15.0;False
2971;Lat, Long;Huelva;0;590;320371;1;0.5928996637490423;1;0;0;20.0;False
2972;Lat, Long;Teruel;100;594;268866;0;0.4617563573048362;1;1;50;inf;True
2973;Lat, Long;Baleares;0;627;284598;1;0.8662874400214353;1;0;75;20.0;False
2974;Lat, Long;Sevilla;50;670;313922;1;0.3848625496162186;1;1;100;15.0;False
2975;Lat, Long;Biscay;25;630;270883;1;0.9387855084999953;0;1;50;20.0;False
2976;Lat, Long;Badajoz;75;554;390274;1;0.27789582086275993;1;1;25;inf;False
2977;Lat, Long;Albacete;100;594;337185;0;0.6422138599643454;0;1;75;20.0;False
2978;Lat, Long;Valladolid;50;562;270643;1;0.16675575516878768;1;0;75;inf;True
2979;Lat, Long;León;25;917;383035;1;0.6962245708155755;0;1;100;20.0;False
2980;Lat, Long;Córdoba;75;812;347919;0;0.6845247452866122;0;1;50;15.0;False
2981;Lat, Long;Ávila;50;739;249132;0;0.8968975743916908;1;0;25;inf;True
2982;Lat, Long;Albacete;0;575;282398;0;0.17122881694777753;1;0;25;inf;False
2983;Lat, Long;Ávila;50;873;319249;0;0.9588613372514956;1;0;75;inf;False
2984;Lat, Long;Asturias;0;593;259538;1;0.6444136328042243;1;1;75;20.0;False
2985;Lat, Long;Jaén;100;713;256385;0;0.7851365353758366;1;0;75;20.0;True
2986;Lat, Long;Zamora;75;923;275992;0;0.5277251609370938;1;0;25;20.0;True
2987;Lat, Long;Biscay;0;565;232095;0;0.9272574389026981;0;0;75;inf;False
2988;Lat, Long;La Rioja;50;882;242547;1;0.2742680798732643;1;1;0;15.0;True
2989;Lat, Long;Almería;100;590;254611;0;0.3066924544193199;0;0;0;15.0;True
2990;Lat, Long;Zaragoza;0;688;268120;0;0.5211914292495747;0;1;75;20.0;False
2991;Lat, Long;Ciudad Real;50;825;332360;0;0.8053579543730119;1;0;75;inf;False
2992;Lat, Long;Granada;50;635;210332;1;0.7803490719980162;0;0;50;15.0;True
2993;Lat, Long;Ávila;0;772;289355;1;0.33076259988686696;1;1;75;20.0;False
2994;Lat, Long;Ávila;100;653;305748;0;0.7275493509716411;0;1;25;inf;False
2995;Lat, Long;Cádiz;0;559;328061;0;0.9572496954261923;1;0;100;inf;False
2996;Lat, Long;Soria;75;651;375821;1;0.3123558429455256;0;1;50;inf;False
2997;Lat, Long;Castellón;25;688;258571;0;0.14612257216506683;1;0;50;inf;False
2998;Lat, Long;Zaragoza;0;984;228618;0;0.40693662954570076;0;0;50;15.0;False
2999;Lat, Long;Girona;25;842;267955;1;0.6379131353240953;0;0;100;20.0;False
3000;Lat, Long;Almería;100;849;236622;0;0.7593134154438529;1;0;75;inf;True
3001;Lat, Long;Toledo;100;625;343716;1;0.5772025642453986;0;0;50;inf;False
3002;Lat, Long;Jaén;25;521;245609;0;0.21275461886332997;1;0;25;20.0;False
3003;Lat, Long;Cáceres;100;788;209443;0;0.6692375651594158;0;1;25;15.0;True
3004;Lat, Long;Murcia;25;832;245927;1;0.9763180873352757;0;0;75;20.0;False
3005;Lat, Long;Huelva;0;962;276344;0;0.5692634782927445;1;1;50;15.0;False
3006;Lat, Long;La Coruña;50;966;311195;0;0.23800029686257812;0;0;0;20.0;False
3007;Lat, Long;Málaga;0;830;336850;0;0.47634608400817124;1;0;25;15.0;False
3008;Lat, Long;Pontevedra;100;726;359515;1;0.55692703169388;1;1;75;20.0;False
3009;Lat, Long;León;75;689;236014;0;0.24061989017243304;0;0;50;15.0;True
3010;Lat, Long;Asturias;100;598;328265;0;0.5192308971378017;0;0;25;inf;False
3011;Lat, Long;Girona;0;915;333391;1;0.133725090352857;1;1;75;15.0;False
3012;Lat, Long;Málaga;75;965;314480;1;0.2303050416623758;0;0;100;15.0;False
3013;Lat, Long;Salamanca;0;796;333040;0;0.9283858278895324;1;0;0;inf;False
3014;Lat, Long;Almería;50;926;228399;0;0.22733958362908716;1;1;25;20.0;True
3015;Lat, Long;Pontevedra;25;666;376440;0;0.11206838907285556;0;0;50;20.0;False
3016;Lat, Long;Las Palmas;50;710;239736;1;0.8587637632835502;1;1;100;20.0;True
3017;Lat, Long;Valencia;50;848;325299;1;0.7503608010979065;0;1;100;inf;False
3018;Lat, Long;Almería;0;627;243046;1;0.40719949892155094;1;1;0;20.0;False
3019;Lat, Long;Huesca;0;549;339678;1;0.8436527282152955;0;0;75;15.0;False
3020;Lat, Long;Baleares;0;979;298140;0;0.4350538855929724;0;1;100;inf;False
3021;Lat, Long;Sevilla;0;958;272226;1;0.277604385091661;0;0;100;inf;False
3022;Lat, Long;Toledo;25;888;253482;0;0.19461224627771795;1;0;75;20.0;False
3023;Lat, Long;Huesca;100;957;218157;0;0.460431075099313;1;1;25;15.0;True
3024;Lat, Long;Zamora;75;887;327796;1;0.27414557460189576;0;0;100;inf;False
3025;Lat, Long;Cantabria;25;829;362911;0;0.744098897242103;0;1;50;15.0;False
3026;Lat, Long;La Rioja;50;629;362647;1;0.9073752876629896;1;0;50;20.0;False
3027;Lat, Long;Burgos;75;942;338783;0;0.23048792430867454;0;0;50;15.0;False
3028;Lat, Long;Zaragoza;100;852;229682;0;0.6635548776254429;0;0;0;20.0;True
3029;Lat, Long;Cantabria;25;803;324870;0;0.2650848960032291;1;0;25;15.0;False
3030;Lat, Long;Huelva;50;589;265277;0;0.1480028663975727;0;0;75;20.0;True
3031;Lat, Long;Valladolid;50;803;370309;1;0.3700138581973774;0;1;25;20.0;False
3032;Lat, Long;Tarragona;25;760;219875;1;0.24134464391110086;1;1;75;inf;False
